city,lat,lng,country,iso2,admin_name,capital,population,population_proper,district
Hambagama,7.0737,79.9578,Sri Lanka,LK,Western,,,,Gampaha
Hanchapola,7.2075,80.0366,Sri Lanka,LK,Western,,,,Gampaha
Handurumulla,7.2177,80.1199,Sri Lanka,LK,Western,,,,Gampaha
Hangawatta,7.2371,80.0495,Sri Lanka,LK,Western,,,,Gampaha
Hansagama Model Village,7.0046,80.0681,Sri Lanka,LK,Western,,,,Gampaha
Hanwella,6.9086,80.0796,Sri Lanka,LK,Western,,,,Colombo
Hanwella Pahala,6.9054,80.0819,Sri Lanka,LK,Western,,,,Colombo
Hapitigama,7.2019,80.124,Sri Lanka,LK,Western,,,,Gampaha
Happitiya,7.0631,80.0942,Sri Lanka,LK,Western,,,,Gampaha
Hapugahagama,7.2517,80.0051,Sri Lanka,LK,Western,,,,Gampaha
Hapugahagedara,7.2873,80.1388,Sri Lanka,LK,Western,,,,Gampaha
Hapugastenna,7.0881,80.1713,Sri Lanka,LK,Western,,,,Gampaha
Hapugoda,7.0506,79.9015,Sri Lanka,LK,Western,,,,Gampaha
Hapuwalana,7.2149,79.9887,Sri Lanka,LK,Western,,,,Gampaha
Harakgalegama,7.2677,79.8988,Sri Lanka,LK,Western,,,,Gampaha
Hathduwewathuyaya,6.9779,80.1679,Sri Lanka,LK,Western,,,,Gampaha
Hatigalla,6.9403,79.9422,Sri Lanka,LK,Western,,,,Colombo
Havelock Town,6.8841,79.8608,Sri Lanka,LK,Western,,,,Colombo
Hedidenikanda,7.182,80.142,Sri Lanka,LK,Western,,,,Gampaha
Hedigama,6.7885,79.9132,Sri Lanka,LK,Western,,,,Colombo
Hediyawala,7.2114,80.1374,Sri Lanka,LK,Western,,,,Gampaha
Heenadure,7.2724,80.1692,Sri Lanka,LK,Western,,,,Gampaha
Heenatiyana,7.1489,79.9133,Sri Lanka,LK,Western,,,,Gampaha
Heendeniya,7.1398,80.0363,Sri Lanka,LK,Western,,,,Gampaha
Heenkenda,7.008,79.9176,Sri Lanka,LK,Western,,,,Gampaha
Heiyantuduwa,6.9617,79.9666,Sri Lanka,LK,Western,,,,Gampaha
Hekitta,6.9847,79.8755,Sri Lanka,LK,Western,,,,Gampaha
Helakandana,7.1572,79.972,Sri Lanka,LK,Western,,,,Gampaha
Helummahara,6.9867,80.0368,Sri Lanka,LK,Western,,,,Gampaha
Henamulla,7.2719,79.886,Sri Lanka,LK,Western,,,,Gampaha
Henaratgoda,7.0684,80.0107,Sri Lanka,LK,Western,,,,Gampaha
Hendimahara,7.1469,79.9785,Sri Lanka,LK,Western,,,,Gampaha
Henegama,7.279,80.1315,Sri Lanka,LK,Western,,,,Gampaha
Henegama,7.0177,80.0488,Sri Lanka,LK,Western,,,,Gampaha
Henegama,6.9903,80.1577,Sri Lanka,LK,Western,,,,Gampaha
Henepola,7.2066,80.135,Sri Lanka,LK,Western,,,,Gampaha
Henpita,6.9009,80.0485,Sri Lanka,LK,Western,,,,Colombo
Henpitagedara,7.2233,79.9793,Sri Lanka,LK,Western,,,,Gampaha
Henpitamulla,7.0774,80.024,Sri Lanka,LK,Western,,,,Gampaha
Heraliyawala,6.7631,79.961,Sri Lanka,LK,Western,,,,Colombo
Hettimulla,7.2668,80.0772,Sri Lanka,LK,Western,,,,Gampaha
Hewagama,6.9275,79.9737,Sri Lanka,LK,Western,,,,Colombo
Hidiyawala,7.2234,80.0866,Sri Lanka,LK,Western,,,,Gampaha
Himbutana,6.9258,79.9312,Sri Lanka,LK,Western,,,,Colombo
Himbutuwegoda,6.9658,79.9122,Sri Lanka,LK,Western,,,,Gampaha
Hinamulla,7.2137,80.1093,Sri Lanka,LK,Western,,,,Gampaha
Hingurala,6.9349,80.1701,Sri Lanka,LK,Western,,,,Colombo
Hiralugedara,7.2638,80.0359,Sri Lanka,LK,Western,,,,Gampaha
Hiralugodara,7.2639,80.0358,Sri Lanka,LK,Western,,,,Gampaha
Hirikuluwa,7.2048,80.0536,Sri Lanka,LK,Western,,,,Gampaha
Hiripitiya,7.1614,80.0433,Sri Lanka,LK,Western,,,,Gampaha
Hiripitiya,6.8298,79.9647,Sri Lanka,LK,Western,,,,Colombo
Hiripitiya North,7.1619,80.0569,Sri Lanka,LK,Western,,,,Gampaha
Hiripitiya South,7.1509,80.0537,Sri Lanka,LK,Western,,,,Gampaha
Hiriwala,7.2107,80.1086,Sri Lanka,LK,Western,,,,Gampaha
Hiriwalamulla,7.204,80.1097,Sri Lanka,LK,Western,,,,Gampaha
Hiriwalamulla,7.1118,80.0346,Sri Lanka,LK,Western,,,,Gampaha
Hissella,7.0217,80.1592,Sri Lanka,LK,Western,,,,Gampaha
Hokandara North,6.8773,79.9711,Sri Lanka,LK,Western,,,,Colombo
Hokandara South,6.872,79.958,Sri Lanka,LK,Western,,,,Colombo
Honnattara,6.796,79.9504,Sri Lanka,LK,Western,,,,Colombo
Horagala,6.8107,80.0466,Sri Lanka,LK,Western,,,,Colombo
Horagala East,6.8131,80.0676,Sri Lanka,LK,Western,,,,Colombo
Horagala West,6.8084,80.0533,Sri Lanka,LK,Western,,,,Colombo
Horagasmulla,7.2135,80.0028,Sri Lanka,LK,Western,,,,Gampaha
Horagolla,7.0713,79.9574,Sri Lanka,LK,Western,,,,Gampaha
Horagolla,6.9254,80.0615,Sri Lanka,LK,Western,,,,Gampaha
Horagolla Model Village,7.1389,80.0882,Sri Lanka,LK,Western,,,,Gampaha
Horakandawila,7.2863,79.9763,Sri Lanka,LK,Western,,,,Gampaha
Horampella North,7.1915,79.9777,Sri Lanka,LK,Western,,,,Gampaha
Horampella South,7.1776,79.9699,Sri Lanka,LK,Western,,,,Gampaha
Horape,7.013,79.9207,Sri Lanka,LK,Western,,,,Gampaha
Horathuduwa,6.7894,79.9555,Sri Lanka,LK,Western,,,,Colombo
Humbutiyawa,7.1515,80.0803,Sri Lanka,LK,Western,,,,Gampaha
Hunukandana,6.96667,80.05,Sri Lanka,LK,Western,,,,Gampaha
Hunumulla,7.2453,79.9974,Sri Lanka,LK,Western,,,,Gampaha
Hunupitiya,7.2161,79.8472,Sri Lanka,LK,Western,,,,Gampaha
Hunupitiya North,6.9891,79.9052,Sri Lanka,LK,Western,,,,Gampaha
Hunupitiya South,6.9803,79.9043,Sri Lanka,LK,Western,,,,Gampaha
Hunupola,7.1109,80.1325,Sri Lanka,LK,Western,,,,Gampaha
Idama,6.7815,79.8825,Sri Lanka,LK,Western,,,,Colombo
Iddamaldeniya,6.9543,80.0661,Sri Lanka,LK,Western,,,,Gampaha
Ihala Bokalagama,7.2162,80.093,Sri Lanka,LK,Western,,,,Gampaha
Ihala Bomiriya,6.9393,80.0044,Sri Lanka,LK,Western,,,,Colombo
Ihala Bope,6.8223,80.1407,Sri Lanka,LK,Western,,,,Colombo
Ihala Imbulgoda,7.0462,79.9957,Sri Lanka,LK,Western,,,,Gampaha
Ihala Madampella,7.2507,79.9509,Sri Lanka,LK,Western,,,,Gampaha
Ihala Udugampola,7.1353,79.9787,Sri Lanka,LK,Western,,,,Gampaha
Ihalagama,7.25,80.0701,Sri Lanka,LK,Western,,,,Gampaha
Ihalakaragahemuna,7.0123,79.9515,Sri Lanka,LK,Western,,,,Gampaha
Ihalayagoda,7.0574,79.9925,Sri Lanka,LK,Western,,,,Gampaha
Ilukowita,6.8924,80.1708,Sri Lanka,LK,Western,,,,Colombo
Imbulanwala,7.2237,80.0993,Sri Lanka,LK,Western,,,,Gampaha
Indibedda,6.7799,79.8951,Sri Lanka,LK,Western,,,,Colombo
Indigaslanda,7.08,79.8518,Sri Lanka,LK,Western,,,,Gampaha
Indiparape,7.2165,80.1015,Sri Lanka,LK,Western,,,,Gampaha
Indiwitiya,7.0779,79.8845,Sri Lanka,LK,Western,,,,Gampaha
Indolamulla,6.9732,80.0566,Sri Lanka,LK,Western,,,,Gampaha
Indureagare,7.2364,79.9637,Sri Lanka,LK,Western,,,,Gampaha
Indurugalla,7.053,80.0943,Sri Lanka,LK,Western,,,,Gampaha
Iriyawetiya,6.9798,79.919,Sri Lanka,LK,Western,,,,Gampaha
Isurupaya,6.8934,79.9291,Sri Lanka,LK,Western,,,,Colombo
Itanapitiya,7.0609,79.8579,Sri Lanka,LK,Western,,,,Gampaha
Jaligoda,6.8129,79.9215,Sri Lanka,LK,Western,,,,Colombo
Jalthara,6.8928,80.0442,Sri Lanka,LK,Western,,,,Colombo
Jambugaswatta,7.2732,79.8982,Sri Lanka,LK,Western,,,,Gampaha
Jambureliya,6.7629,79.9422,Sri Lanka,LK,Western,,,,Colombo
Jatika Pola,6.8969,79.8742,Sri Lanka,LK,Western,,,,Colombo
Jayamuthugama,6.8324,80.0624,Sri Lanka,LK,Western,,,,Colombo
Jayasirigama,7.0425,79.9134,Sri Lanka,LK,Western,,,,Gampaha
Jayawadanagama,6.8813,79.9365,Sri Lanka,LK,Western,,,,Colombo
Jositawatta,7.0963,79.9032,Sri Lanka,LK,Western,,,,Gampaha
Jubilee Post,6.8761,79.895,Sri Lanka,LK,Western,,,,Colombo
Kachcheri,6.938,79.854,Sri Lanka,LK,Western,,,,Colombo
Kadawala,7.2364,79.9424,Sri Lanka,LK,Western,,,,Gampaha
Kadawala,7.2228,79.8926,Sri Lanka,LK,Western,,,,Gampaha
Kadawata,7.0047,79.96,Sri Lanka,LK,Western,,,,Gampaha
Kadawatha,7.0009,79.95012,Sri Lanka,LK,Western,,,,Gampaha
Kadirana North,7.2094,79.8786,Sri Lanka,LK,Western,,,,Gampaha
Kadjugama,7.1889,80.1283,Sri Lanka,LK,Western,,,,Gampaha
Kadugoda North,6.9293,80.1377,Sri Lanka,LK,Western,,,,Colombo
Kadugoda South,6.9213,80.1428,Sri Lanka,LK,Western,,,,Colombo
Kadurugha Dewalaya,7.0529,79.9188,Sri Lanka,LK,Western,,,,Gampaha
Kaduwela,6.9339,79.982,Sri Lanka,LK,Western,,,,Colombo
Kahahena,6.8925,80.1394,Sri Lanka,LK,Western,,,,Colombo
Kahambiliyahena,7.0846,80.0773,Sri Lanka,LK,Western,,,,Gampaha
Kahandawa,7.25,80.11667,Sri Lanka,LK,Western,,,,Gampaha
Kahapola,6.9184,80.1443,Sri Lanka,LK,Western,,,,Colombo
Kahapola,6.7525,79.9258,Sri Lanka,LK,Western,,,,Colombo
Kahataowita,7.0933,80.1119,Sri Lanka,LK,Western,,,,Gampaha
Kahatapitiya,7.28333,80.13333,Sri Lanka,LK,Western,,,,Gampaha
Kahatapitiya,6.9314,80.0976,Sri Lanka,LK,Western,,,,Colombo
Kahathuduwa,6.7867,79.9865,Sri Lanka,LK,Western,,,,Colombo
Kahattana,7.0293,80.051,Sri Lanka,LK,Western,,,,Gampaha
Kahawa,6.9523,80.1318,Sri Lanka,LK,Western,,,,Colombo
Kahawela,6.7772,80.1057,Sri Lanka,LK,Western,,,,Colombo
Kaiuaggala,7.2509,80.0641,Sri Lanka,LK,Western,,,,Gampaha
Kalaeliya,7.0581,79.8835,Sri Lanka,LK,Western,,,,Gampaha
Kalagedehena,7.1185,80.0563,Sri Lanka,LK,Western,,,,Gampaha
Kalahapitiya,7.1707,79.9099,Sri Lanka,LK,Western,,,,Gampaha
Kalahugahawila,7.1285,80.0982,Sri Lanka,LK,Western,,,,Gampaha
Kalahugoda,7.1558,79.9108,Sri Lanka,LK,Western,,,,Gampaha
Kalalgoda,6.8652,79.9452,Sri Lanka,LK,Western,,,,Colombo
Kalaotuwawa,7.1086,80.0769,Sri Lanka,LK,Western,,,,Gampaha
Kalapaluwawa,6.9111,79.9156,Sri Lanka,LK,Western,,,,Colombo
Kalapitiya,7.156,80.1158,Sri Lanka,LK,Western,,,,Gampaha
Kalatuwawa,7.16667,80.11667,Sri Lanka,LK,Western,,,,Gampaha
Kalawana,7.163,79.9699,Sri Lanka,LK,Western,,,,Gampaha
Kaldemulla,6.8054,79.8752,Sri Lanka,LK,Western,,,,Colombo
Kaleliya,7.195,80.11361,Sri Lanka,LK,Western,,,,Gampaha
Kaleliya Pallewela,7.1946,80.1189,Sri Lanka,LK,Western,,,,Gampaha
Kaleliya Webodamulla,7.18333,80.1,Sri Lanka,LK,Western,,,,Gampaha
Kaliyammahara,6.8218,79.9211,Sri Lanka,LK,Western,,,,Colombo
Kaluaggala,6.9173,80.1109,Sri Lanka,LK,Western,,,,Colombo
Kaluaggala Ihalagama,7.25,80.08333,Sri Lanka,LK,Western,,,,Gampaha
Kaluaggala Pahalagama,7.2421,80.0802,Sri Lanka,LK,Western,,,,Gampaha
Kaluayiruppuwa East,7.25,79.91667,Sri Lanka,LK,Western,,,,Gampaha
Kaluayiruppuwa West,7.23333,79.9,Sri Lanka,LK,Western,,,,Gampaha
Kalubowila,6.8651,79.8709,Sri Lanka,LK,Western,,,,Colombo
Kalubowila East,6.86667,79.88333,Sri Lanka,LK,Western,,,,Colombo
Kalukondayawa,6.9567,80.0327,Sri Lanka,LK,Western,,,,Gampaha
Kaluwalgoda,7.1129,79.9453,Sri Lanka,LK,Western,,,,Gampaha
Kamachchodai,7.2148,79.836,Sri Lanka,LK,Western,,,,Gampaha
Kamaragoda,7.1706,79.9859,Sri Lanka,LK,Western,,,,Gampaha
Kamburadeniya,7.1969,80.1665,Sri Lanka,LK,Western,,,,Gampaha
Kamburagalla,7.11667,80.11667,Sri Lanka,LK,Western,,,,Gampaha
Kamburugoda,7.1203,80.0335,Sri Lanka,LK,Western,,,,Gampaha
Kammalawatta,6.9846,80.0013,Sri Lanka,LK,Western,,,,Gampaha
Kammaltotupola,7.2705,79.8474,Sri Lanka,LK,Western,,,,Gampaha
Kammalture,7.2697,79.8431,Sri Lanka,LK,Western,,,,Gampaha
Kanatta,6.9095,79.8762,Sri Lanka,LK,Western,,,,Colombo
Kandagammulla,7.218,79.9003,Sri Lanka,LK,Western,,,,Gampaha
Kandalama,7.2668,80.1338,Sri Lanka,LK,Western,,,,Gampaha
Kandangamuwa,7.28333,80.13333,Sri Lanka,LK,Western,,,,Gampaha
Kandangoda,6.9828,80.1241,Sri Lanka,LK,Western,,,,Gampaha
Kandapaliya,7.26667,80.16667,Sri Lanka,LK,Western,,,,Gampaha
Kandawala,7.2408,79.8738,Sri Lanka,LK,Western,,,,Gampaha
Kandewatta,6.9796,80.1513,Sri Lanka,LK,Western,,,,Gampaha
Kandoluwawa,7.1241,80.0306,Sri Lanka,LK,Western,,,,Gampaha
Kanduboda,6.9733,80.0164,Sri Lanka,LK,Western,,,,Gampaha
Kandumulla,7.0709,80.0685,Sri Lanka,LK,Western,,,,Gampaha
Kanempella,6.9687,80.1395,Sri Lanka,LK,Western,,,,Colombo
Kannimahara,7.0462,80.0952,Sri Lanka,LK,Western,,,,Gampaha
Kanuwana,7.0837,79.8994,Sri Lanka,LK,Western,,,,Gampaha
Kapugoda,6.9504,80.0916,Sri Lanka,LK,Western,,,,Gampaha
Karabotuwawa,7.2689,80.0571,Sri Lanka,LK,Western,,,,Gampaha
Karagalla,6.9261,80.1316,Sri Lanka,LK,Western,,,,Colombo
Karagampitiya,6.8528,79.8743,Sri Lanka,LK,Western,,,,Colombo
Karanayakamulla,7.1005,80.0044,Sri Lanka,LK,Western,,,,Gampaha
Karasnagala,7.1051,80.1672,Sri Lanka,LK,Western,,,,Gampaha
Karawwa,7.2539,80.0747,Sri Lanka,LK,Western,,,,Gampaha
Katana East,7.2583,79.9078,Sri Lanka,LK,Western,,,,Gampaha
Katana West,7.2503,79.8957,Sri Lanka,LK,Western,,,,Gampaha
Katiyala,7.2153,79.8926,Sri Lanka,LK,Western,,,,Gampaha
Kattota,7.1236,80.0802,Sri Lanka,LK,Western,,,,Gampaha
Katubedda,6.8,79.9,Sri Lanka,LK,Western,,,,Colombo
Katugastara,7.099,79.9635,Sri Lanka,LK,Western,,,,Gampaha
Katukenda,7.287,80.0027,Sri Lanka,LK,Western,,,,Gampaha
Katukurunda,7.0262,80.0519,Sri Lanka,LK,Western,,,,Gampaha
Katunayaka South,7.1595,79.8698,Sri Lanka,LK,Western,,,,Gampaha
Katuwalamulla,7.0367,79.965,Sri Lanka,LK,Western,,,,Gampaha
Katuwapitiya,7.2072,79.8649,Sri Lanka,LK,Western,,,,Gampaha
Katuwasgoda,7.1309,80.0648,Sri Lanka,LK,Western,,,,Gampaha
Katuwawala,6.8281,79.9152,Sri Lanka,LK,Western,,,,Colombo
Katuwellegama,7.2234,79.9383,Sri Lanka,LK,Western,,,,Gampaha
Kavdana,6.8416,79.8702,Sri Lanka,LK,Western,,,,Colombo
Kebellegodawela,7.1162,79.8772,Sri Lanka,LK,Western,,,,Gampaha
Keenadeniya,7.2618,80.1726,Sri Lanka,LK,Western,,,,Gampaha
Kehelbaddara,7.1271,79.9716,Sri Lanka,LK,Western,,,,Gampaha
Kehelella,7.259,79.9765,Sri Lanka,LK,Western,,,,Gampaha
Kehelwatugoda,7.0886,80.0172,Sri Lanka,LK,Western,,,,Gampaha
Kekulangoda,7.0865,79.9706,Sri Lanka,LK,Western,,,,Gampaha
Kelanimulla,6.9431,79.9177,Sri Lanka,LK,Western,,,,Colombo
Kelegedera,7.2701,80.0689,Sri Lanka,LK,Western,,,,Gampaha
Kelepitigama,7.2174,80.1805,Sri Lanka,LK,Western,,,,Gampaha
Kelepitimulla,7.23333,79.98333,Sri Lanka,LK,Western,,,,Gampaha
Kendagolla,7.0421,80.1641,Sri Lanka,LK,Western,,,,Gampaha
Kendalanda,7.1888,80.0718,Sri Lanka,LK,Western,,,,Gampaha
Kendaliyaddpaluwa,7.0486,79.9505,Sri Lanka,LK,Western,,,,Gampaha
Kendaliyaddpaluwa West,7.0339,79.9395,Sri Lanka,LK,Western,,,,Gampaha
Keppetiwalana,7.2196,80.0531,Sri Lanka,LK,Western,,,,Gampaha
Keragala,7.0045,80.0578,Sri Lanka,LK,Western,,,,Gampaha
Kerawalapitiya,7.0112,79.8842,Sri Lanka,LK,Western,,,,Gampaha
Keregepokuna,7.01667,79.9,Sri Lanka,LK,Western,,,,Gampaha
Kesbewa,6.7914,79.9378,Sri Lanka,LK,Western,,,,Colombo
Kidagammulla,7.078,80.0076,Sri Lanka,LK,Western,,,,Gampaha
Kimbulapitiya,7.2036,79.895,Sri Lanka,LK,Western,,,,Gampaha
Kimbulgoda,7.0667,80.033,Sri Lanka,LK,Western,,,,Gampaha
Kinawinna,7.2186,79.9531,Sri Lanka,LK,Western,,,,Gampaha
Kindiwala,7.2449,80.1432,Sri Lanka,LK,Western,,,,Gampaha
Kinigama,7.0583,80.0337,Sri Lanka,LK,Western,,,,Gampaha
Kiriatula,6.8725,80.1714,Sri Lanka,LK,Western,,,,Colombo
Kiribathgoda,6.79981,79.88428,Sri Lanka,LK,Western,,,,Colombo
Kirigam Pamunuwa,6.8042,79.9698,Sri Lanka,LK,Western,,,,Colombo
Kirikitta,7.004,80.0325,Sri Lanka,LK,Western,,,,Gampaha
Kirikittamulla,7.0862,80.0376,Sri Lanka,LK,Western,,,,Gampaha
Kirilapone,6.87528,79.87528,Sri Lanka,LK,Western,,,,Colombo
Kirillawala,7.0281,79.9838,Sri Lanka,LK,Western,,,,Gampaha
Kirimetiagara,7.0024,79.9361,Sri Lanka,LK,Western,,,,Gampaha
Kirindiwela,7.0417,80.1282,Sri Lanka,LK,Western,,,,Gampaha
Kirindiwita,7.0889,79.9571,Sri Lanka,LK,Western,,,,Gampaha
Kiriwandala,6.9485,80.1945,Sri Lanka,LK,Western,,,,Colombo
Kiriwattuduwa,6.7977,80.0146,Sri Lanka,LK,Western,,,,Colombo
Kirulapone,6.881,79.8803,Sri Lanka,LK,Western,,,,Colombo
Kitalawalana,7.2965,80.1001,Sri Lanka,LK,Western,,,,Gampaha
Kitanawatta,7.1715,80.1332,Sri Lanka,LK,Western,,,,Gampaha
Kitawala,7.107,79.9968,Sri Lanka,LK,Western,,,,Gampaha
Kittanmahara,7.1095,80.0819,Sri Lanka,LK,Western,,,,Gampaha
Kittanpahuwa,6.9452,79.8892,Sri Lanka,LK,Western,,,,Colombo
Kitulwala Ihalagama,7.2479,80.0827,Sri Lanka,LK,Western,,,,Gampaha
Kitulwala Pahalagama,7.2374,80.0882,Sri Lanka,LK,Western,,,,Gampaha
Kochchikade,7.2657,79.8603,Sri Lanka,LK,Western,,,,Gampaha
Kodiyana,6.8953,80.0554,Sri Lanka,LK,Western,,,,Colombo
Kodunnawa,7.27,79.8919,Sri Lanka,LK,Western,,,,Gampaha
Kohilawatta,6.9409,79.9051,Sri Lanka,LK,Western,,,,Colombo
Koholwila,6.9659,79.9242,Sri Lanka,LK,Western,,,,Gampaha
Kohuwala,6.8684,79.8816,Sri Lanka,LK,Western,,,,Colombo
Kolamunna,6.7923,79.9225,Sri Lanka,LK,Western,,,,Colombo
Kolankanda,6.8922,80.1037,Sri Lanka,LK,Western,,,,Colombo
Kollupitiya,6.90056,79.85333,Sri Lanka,LK,Western,,,,Colombo
Kompannaveediya,6.9238,79.8472,Sri Lanka,LK,Western,,,,Colombo
Kondurawa,6.7896,79.9471,Sri Lanka,LK,Western,,,,Colombo
Kongodamulla,7.2465,79.9326,Sri Lanka,LK,Western,,,,Gampaha
Kopparahandiya,7.2153,79.8435,Sri Lanka,LK,Western,,,,Gampaha
Koralawella,6.7608,79.8869,Sri Lanka,LK,Western,,,,Colombo
Korambe Weliwatta,6.9588,80.0512,Sri Lanka,LK,Western,,,,Gampaha
Korase,7.1403,80.0061,Sri Lanka,LK,Western,,,,Gampaha
Korasegoda,7.0946,80.0633,Sri Lanka,LK,Western,,,,Gampaha
Koratota,6.908,79.9852,Sri Lanka,LK,Western,,,,Colombo
Kosetadeniya,7.2327,80.0994,Sri Lanka,LK,Western,,,,Gampaha
Kosgama Ihala,6.9523,80.1409,Sri Lanka,LK,Western,,,,Colombo
Kosgama Pahala,6.9404,80.1276,Sri Lanka,LK,Western,,,,Colombo
Koshena,6.8421,80.0608,Sri Lanka,LK,Western,,,,Colombo
Koskandawala,7.0836,80.0521,Sri Lanka,LK,Western,,,,Gampaha
Kospelawatta,7.1165,80.1392,Sri Lanka,LK,Western,,,,Gampaha
Kospitiyana,6.9758,80.1169,Sri Lanka,LK,Western,,,,Gampaha
Kossinna,7.0498,79.9752,Sri Lanka,LK,Western,,,,Gampaha
Koswatta,7.2632,79.8922,Sri Lanka,LK,Western,,,,Gampaha
Koswatta,6.9082,79.9301,Sri Lanka,LK,Western,,,,Colombo
Kotadeniya,7.195,80.1649,Sri Lanka,LK,Western,,,,Gampaha
Kotadeniyawa,7.2844,80.0625,Sri Lanka,LK,Western,,,,Gampaha
Kotagedara,7.1672,79.9285,Sri Lanka,LK,Western,,,,Gampaha
Kotagedara,7.0871,79.9612,Sri Lanka,LK,Western,,,,Gampaha
Kotahena,6.944,80.2134,Sri Lanka,LK,Western,,,,Colombo
Kotahena,6.9459,79.8617,Sri Lanka,LK,Western,,,,Colombo
Kotalawala,6.9213,79.9759,Sri Lanka,LK,Western,,,,Colombo
Kotarupe,7.1423,79.9065,Sri Lanka,LK,Western,,,,Gampaha
Kottala,7.1734,80.0704,Sri Lanka,LK,Western,,,,Gampaha
Kottawa,6.8408,79.9664,Sri Lanka,LK,Western,,,,Colombo
Kottawa North,6.8617,79.9619,Sri Lanka,LK,Western,,,,Colombo
Kottawatta,6.9625,80.0874,Sri Lanka,LK,Western,,,,Gampaha
Kottunna,6.9553,79.9931,Sri Lanka,LK,Western,,,,Gampaha
Kotugoda,7.1231,79.9263,Sri Lanka,LK,Western,,,,Gampaha
Kotuwegoda,6.9,79.91667,Sri Lanka,LK,Western,,,,Colombo
Kotuwila,6.9458,79.889,Sri Lanka,LK,Western,,,,Colombo
Kowinna,7.1754,79.9012,Sri Lanka,LK,Western,,,,Gampaha
Kuda Buthgamuwa,6.937,79.9097,Sri Lanka,LK,Western,,,,Colombo
Kudabollate,7.0768,79.9389,Sri Lanka,LK,Western,,,,Gampaha
Kudagammana,7.2511,80.0414,Sri Lanka,LK,Western,,,,Gampaha
Kudahakapola North,7.1066,79.8877,Sri Lanka,LK,Western,,,,Gampaha
Kudahakapola South,7.0998,79.8917,Sri Lanka,LK,Western,,,,Gampaha
Kudamaduwa,6.8034,79.9587,Sri Lanka,LK,Western,,,,Colombo
Kuduwamulla,6.7943,79.8896,Sri Lanka,LK,Western,,,,Colombo
Kukulnape,7.2036,80.0793,Sri Lanka,LK,Western,,,,Gampaha
Kuligedara,7.2592,80.086,Sri Lanka,LK,Western,,,,Gampaha
Kumarimulla,6.9692,80.1175,Sri Lanka,LK,Western,,,,Gampaha
Kumbaloluwa,7.1763,80.0827,Sri Lanka,LK,Western,,,,Gampaha
Kundanwila,7.2095,79.8398,Sri Lanka,LK,Western,,,,Gampaha
Kunjawatta,7.0563,79.8627,Sri Lanka,LK,Western,,,,Gampaha
Kunumada,7.26667,80.01667,Sri Lanka,LK,Western,,,,Gampaha
Kuppiawatta,6.9394,79.8765,Sri Lanka,LK,Western,,,,Colombo
Kurana Katunayaka,7.1734,79.867,Sri Lanka,LK,Western,,,,Gampaha
Kurawalana,7.0873,80.1139,Sri Lanka,LK,Western,,,,Gampaha
Kurikotuwa,7.1659,80.0571,Sri Lanka,LK,Western,,,,Gampaha
Kurugala,6.8221,80.0728,Sri Lanka,LK,Western,,,,Colombo
Kurukulawa,7.0098,79.9277,Sri Lanka,LK,Western,,,,Gampaha
Kurunduwatta,7.0923,79.9064,Sri Lanka,LK,Western,,,,Gampaha
Kuruwamulla,7.0598,80.1042,Sri Lanka,LK,Western,,,,Gampaha
Kuswala,7.1489,79.8953,Sri Lanka,LK,Western,,,,Gampaha
Kuttiwila,7.0399,80.1539,Sri Lanka,LK,Western,,,,Gampaha
Laksapatiya,6.7932,79.8818,Sri Lanka,LK,Western,,,,Colombo
Lalupitiya,7.075,80.1039,Sri Lanka,LK,Western,,,,Gampaha
Lansiyahena,6.9296,80.0555,Sri Lanka,LK,Western,,,,Gampaha
Lauwella,7.1264,79.8948,Sri Lanka,LK,Western,,,,Gampaha
Lenagala,6.8791,80.0386,Sri Lanka,LK,Western,,,,Colombo
Lewis Place,7.2288,79.8399,Sri Lanka,LK,Western,,,,Gampaha
Lihiniyagammana,7.2726,79.9754,Sri Lanka,LK,Western,,,,Gampaha
Lindara,7.2268,80.1331,Sri Lanka,LK,Western,,,,Gampaha
Liyanagemulla,7.1412,79.8723,Sri Lanka,LK,Western,,,,Gampaha
Liyanwala,6.8365,80.0772,Sri Lanka,LK,Western,,,,Colombo
Lokilangamuwa,7.12,79.93,Sri Lanka,LK,Western,,,,Gampaha
Lolowa,7.2689,80.0839,Sri Lanka,LK,Western,,,,Gampaha
Lunawa,6.7876,79.8751,Sri Lanka,LK,Western,,,,Colombo
Mabima,7.1052,79.9383,Sri Lanka,LK,Western,,,,Gampaha
Mabima,6.9536,79.9589,Sri Lanka,LK,Western,,,,Gampaha
Mabodale,7.1981,80.0166,Sri Lanka,LK,Western,,,,Gampaha
Mabole,7.0022,79.898,Sri Lanka,LK,Western,,,,Gampaha
Mabulgoda,6.8266,79.975,Sri Lanka,LK,Western,,,,Colombo
Madabawita,7.2183,80.1686,Sri Lanka,LK,Western,,,,Gampaha
Madakotuwa,7.0697,80.1223,Sri Lanka,LK,Western,,,,Gampaha
Madampitiya,6.96132,79.87528,Sri Lanka,LK,Western,,,,Colombo
Madangastuduwa,7.1443,79.8345,Sri Lanka,LK,Western,,,,Gampaha
Madapata,6.768,79.929,Sri Lanka,LK,Western,,,,Colombo
Madawala,7.154,79.905,Sri Lanka,LK,Western,,,,Gampaha
Madelgamuwa,7.1116,79.953,Sri Lanka,LK,Western,,,,Gampaha
Madinnagoda,6.9181,79.9053,Sri Lanka,LK,Western,,,,Colombo
Maditiyawala,7.2403,80.0626,Sri Lanka,LK,Western,,,,Gampaha
