city,lat,lng,country,iso2,admin_name,capital,population,population_proper,district
Ketiganahinna,7.0791,80.6761,Sri Lanka,LK,Central,,,,Nuwara Eliya
Ketiyape,6.1711,80.6218,Sri Lanka,LK,Southern,,,,Matara
Ketpeli,9.643,80.2174,Sri Lanka,LK,Northern,,,,Jaffna
Kettamuniyagama,8.0829,80.3565,Sri Lanka,LK,North Central,,,,Anuradhapura
Kettepahuwa,7.86667,80.25,Sri Lanka,LK,North Western,,,,Kurunegala
Kevil,9.53496,80.50093,Sri Lanka,LK,Northern,,,,Jaffna
Kevitiyagala,6.4739,80.1894,Sri Lanka,LK,Western,,,,Kalutara
Kevulgama,7.2234,80.8553,Sri Lanka,LK,Central,,,,Kandy
Kewitiyagalawatta,6.48333,80.5,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kewitiyagalawatta,6.6482,80.4918,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kibissa,7.9412,80.7252,Sri Lanka,LK,Central,,,,Matale
Kidachchuri,8.81667,80.4,Sri Lanka,LK,Northern,,,,Vavuniya
Kidagala,8.23333,80.45,Sri Lanka,LK,North Central,,,,Anuradhapura
Kidapolagama,8.3,80.53333,Sri Lanka,LK,North Central,,,,Anuradhapura
Kidapolagama,7.8,80.08333,Sri Lanka,LK,North Western,,,,Kurunegala
Kidavedditoppu,9.05,79.86667,Sri Lanka,LK,Northern,,,,Mannar
Kidavettikkandal,8.91667,79.98333,Sri Lanka,LK,Northern,,,,Mannar
Kidawarankulama,8.6369,80.4695,Sri Lanka,LK,North Central,,,,Anuradhapura
Kilakkodichchenai,7.6876,81.5762,Sri Lanka,LK,Eastern,,,,Batticaloa
Kilali,9.61667,80.26667,Sri Lanka,LK,Northern,,,,Kilinochchi
Kilanguppalai,7.81667,81.45,Sri Lanka,LK,Eastern,,,,Batticaloa
Kilanyaya,7.9698,80.1201,Sri Lanka,LK,North Western,,,,Puttalam
Kilavaneliya,7.96667,79.96667,Sri Lanka,LK,North Western,,,,Puttalam
Kilawamaduchenai,7.9087,79.7883,Sri Lanka,LK,North Western,,,,Puttalam
Kilawatana,7.4911,80.1878,Sri Lanka,LK,North Western,,,,Kurunegala
Kiliveddi,8.35,81.28333,Sri Lanka,LK,Eastern,,,,Trincomalee
Killittuwa,6.1347,80.4229,Sri Lanka,LK,Southern,,,,Matara
Kimbulagala,7.0515,80.9048,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kimbulantota,7.2,80.83333,Sri Lanka,LK,Central,,,,Kandy
Kimbulawala,6.2933,80.2502,Sri Lanka,LK,Southern,,,,Galle
Kimbulawelagama,6.9079,81.3867,Sri Lanka,LK,Uva,,,,Moneragala
Kimbulewa,8.5017,80.2735,Sri Lanka,LK,North Central,,,,Anuradhapura
Kimbulkotumulla,7.438,79.9674,Sri Lanka,LK,North Western,,,,Kurunegala
Kimbullewa,7.0652,81.0305,Sri Lanka,LK,Uva,,,,Badulla
Kimbulpitiyawa,8.6869,80.922,Sri Lanka,LK,Eastern,,,,Trincomalee
Kimbulwana,7.6753,80.4525,Sri Lanka,LK,North Western,,,,Kurunegala
Kimbulwana Oya Colony,7.663,80.4501,Sri Lanka,LK,North Western,,,,Kurunegala
Kimmantuduwa,6.6882,79.9975,Sri Lanka,LK,Western,,,,Kalutara
Kinagoda,6.956,81.3027,Sri Lanka,LK,Uva,,,,Moneragala
Kinahela,7.0614,80.9924,Sri Lanka,LK,Uva,,,,Badulla
Kinatumulla,7.38333,81.31667,Sri Lanka,LK,Eastern,,,,Ampara
Kinchigune,6.1868,80.7549,Sri Lanka,LK,Southern,,,,Hambantota
Kinchigunemedagama,6.1947,80.7669,Sri Lanka,LK,Southern,,,,Hambantota
Kindagolla,7.1672,81.2605,Sri Lanka,LK,Uva,,,,Moneragala
Kindaligoda,6.5795,80.7279,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kindelpitiya,6.7849,80.0876,Sri Lanka,LK,Western,,,,Kalutara
Kindelpitiya,6.7522,79.9574,Sri Lanka,LK,Western,,,,Kalutara
Kindigoda,7.41336,80.97273,Sri Lanka,LK,Central,,,,
Kindigoda,7.0228,80.9547,Sri Lanka,LK,Uva,,,,Badulla
Kinigama,7.6167,80.6167,Sri Lanka,LK,Central,,,,Matale
Kinigama,7.53333,80.83333,Sri Lanka,LK,Central,,,,Matale
Kinigama,7.3725,80.4858,Sri Lanka,LK,Central,,,,Kandy
Kinigama,7.1687,80.3251,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kinigama,6.8306,81.0161,Sri Lanka,LK,Uva,,,,Badulla
Kinigama,7.024,81.1261,Sri Lanka,LK,Uva,,,,Badulla
Kiniwita,7.1685,80.2496,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kinkiniyawa,7.531,80.3471,Sri Lanka,LK,North Western,,,,Kurunegala
Kinnaiyadi,7.8805,81.5262,Sri Lanka,LK,Eastern,,,,Batticaloa
Kinnarabowa,7.0135,81.253,Sri Lanka,LK,Uva,,,,Moneragala
Kinniya,8.49852,81.18317,Sri Lanka,LK,Eastern,,,,Trincomalee
Kinniya,8.48333,81.18333,Sri Lanka,LK,Eastern,,,,Trincomalee
Kintulduwa,6.1669,80.1011,Sri Lanka,LK,Southern,,,,Galle
Kirahandigoda,6.1374,80.1037,Sri Lanka,LK,Southern,,,,Galle
Kiralabokka,7.4511,80.2722,Sri Lanka,LK,North Western,,,,Kurunegala
Kiralagahawela,6.1837,80.1074,Sri Lanka,LK,Southern,,,,Galle
Kiralagama,7.36667,80.6,Sri Lanka,LK,Central,,,,Kandy
Kiralagedera,7.73333,80.3,Sri Lanka,LK,North Western,,,,Kurunegala
Kiralagolla,7.8,80.65,Sri Lanka,LK,Central,,,,Matale
Kiralakandura,7.1621,80.7779,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kiralaketiya,6.0044,80.3646,Sri Lanka,LK,Southern,,,,Galle
Kiralawelkatuwa,6.31667,80.86667,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kiralawewa,7.7,80.41667,Sri Lanka,LK,North Western,,,,Kurunegala
Kiralessa,7.78333,80.66667,Sri Lanka,LK,Central,,,,Matale
Kiralpetiyawa,8.4796,80.1646,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirama,6.2098,80.6632,Sri Lanka,LK,Southern,,,,Hambantota
Kiramana,6.8904,81.2328,Sri Lanka,LK,Uva,,,,Moneragala
Kiramba,6.5908,80.6201,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kiran,7.8655,81.5375,Sri Lanka,LK,Eastern,,,,Batticaloa
Kiranaulpota,7.0633,80.9696,Sri Lanka,LK,Uva,,,,Badulla
Kiranchi,9.3363,80.0981,Sri Lanka,LK,Northern,,,,Kilinochchi
Kirankulam,7.6,81.76667,Sri Lanka,LK,Eastern,,,,Batticaloa
Kirapone,7.1612,80.5668,Sri Lanka,LK,Central,,,,Kandy
Kirawana,7.38333,81.21667,Sri Lanka,LK,Eastern,,,,Ampara
Kirawanagama,6.9682,80.9118,Sri Lanka,LK,Uva,,,,Badulla
Kirawanahela,6.9995,81.274,Sri Lanka,LK,Uva,,,,Moneragala
Kirawanella,7.089,81.0199,Sri Lanka,LK,Uva,,,,Badulla
Kiri,8.98333,79.86667,Sri Lanka,LK,Northern,,,,
Kiri Amunukole,8.23333,80.43333,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiri Amunukole,8.16667,80.45,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiriadittalvu,8.8,80.06667,Sri Lanka,LK,Northern,,,,Mannar
Kiriammalakanda,6.9669,80.217,Sri Lanka,LK,Sabaragamuwa,,,,
Kiribamuna,7.5839,80.442,Sri Lanka,LK,North Western,,,,Kurunegala
Kiribamunugama,7.85,80.41667,Sri Lanka,LK,North Western,,,,Kurunegala
Kiribatgalla,7.4861,80.5652,Sri Lanka,LK,North Western,,,,Kurunegala
Kiribatkumbura,7.2675,80.5806,Sri Lanka,LK,Central,,,,Kandy
Kiribbewa,8.5183,80.7797,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiriberiya,6.7265,79.9401,Sri Lanka,LK,Western,,,,Kalutara
Kiridana,7.1841,80.2979,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kirideniya,6.6893,80.063,Sri Lanka,LK,Western,,,,Kalutara
Kiridola,6.2932,80.2076,Sri Lanka,LK,Southern,,,,Galle
Kiriella,6.7446,80.2662,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kirigahapitiya,7.4942,79.9971,Sri Lanka,LK,North Western,,,,Kurunegala
Kirigalaarawa,6.9676,81.1629,Sri Lanka,LK,Uva,,,,Badulla
Kirigalagama,6.9743,81.1707,Sri Lanka,LK,Uva,,,,Badulla
Kirigalalanda,7.163,81.0836,Sri Lanka,LK,Uva,,,,Badulla
Kirigalpotta,7.5169,80.6228,Sri Lanka,LK,Central,,,,Matale
Kirigalpotta,6.8669,81.1916,Sri Lanka,LK,Uva,,,,Moneragala
Kirigankumbura,7.31667,80.88333,Sri Lanka,LK,Central,,,,Kandy
Kirigollewa,8.5452,80.6927,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirigollewa,8.5339,80.568,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiriketuwewa,8.6175,80.7097,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirikkulama,8.3,80.46667,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirillawala,6.6694,80.7486,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kirillpane,6.2949,80.5848,Sri Lanka,LK,Southern,,,,Matara
Kirilungemada,6.9121,81.1409,Sri Lanka,LK,Uva,,,,Badulla
Kirimedilla,7.0725,80.8902,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kirimetithenna,6.6288,80.722,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kirimetiwala,7.0872,80.8138,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kirimetiwatta,7.86667,80.25,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiya,7.533,80.6953,Sri Lanka,LK,Central,,,,Matale
Kirimetiya,7.3007,80.4894,Sri Lanka,LK,Central,,,,Kandy
Kirimetiya,6.78333,80.86667,Sri Lanka,LK,Uva,,,,Badulla
Kirimetiya,6.2452,80.1325,Sri Lanka,LK,Southern,,,,Galle
Kirimetiya,7.0065,81.0077,Sri Lanka,LK,Uva,,,,Badulla
Kirimetiya,6.9092,80.7339,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kirimetiya,7.27,80.6817,Sri Lanka,LK,Central,,,,Kandy
Kirimetiyagama,7.9,80.6,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyana East,7.3565,79.8977,Sri Lanka,LK,North Western,,,,Puttalam
Kirimetiyana West,7.3505,79.8741,Sri Lanka,LK,North Western,,,,Puttalam
Kirimetiyawa,8.5853,80.6499,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawa,8.595,80.5309,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawa,8.5259,80.608,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawa,8.35,80.6,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawa,8.3007,80.2618,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawa,8.0004,80.1235,Sri Lanka,LK,North Western,,,,Puttalam
Kirimetiyawa,7.9,80.26667,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiyawa,7.85,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiyawa,7.73333,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiyawa,7.6411,80.4298,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiyawa,7.5104,80.136,Sri Lanka,LK,North Western,,,,Kurunegala
Kirimetiyawa,7.4559,80.5871,Sri Lanka,LK,Central,,,,Matale
Kirimetiyawa,6.3624,80.0748,Sri Lanka,LK,Southern,,,,Galle
Kirimetiyawa,8.2632,80.3886,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirimetiyawatta,7.2176,80.6881,Sri Lanka,LK,Central,,,,Kandy
Kirimichchai,8.01667,81.43333,Sri Lanka,LK,Eastern,,,,Batticaloa
Kirimichchai Junction,8.05,81.46667,Sri Lanka,LK,Eastern,,,,Batticaloa
Kirimundal,8.3,79.7527,Sri Lanka,LK,North Western,,,,
Kirinda,7.187,80.5816,Sri Lanka,LK,Central,,,,Kandy
Kirinda,6.2186,81.3256,Sri Lanka,LK,Southern,,,,Hambantota
Kirinda,6.05917,80.63194,Sri Lanka,LK,Southern,,,,Matara
Kirinda Magin Ihala,6.06667,80.63333,Sri Lanka,LK,Southern,,,,Matara
Kirinda Magin Pahala,6.05,80.61667,Sri Lanka,LK,Southern,,,,Matara
Kirindagama,6.9168,81.0311,Sri Lanka,LK,Uva,,,,Badulla
Kirindagoda,6.0599,80.2493,Sri Lanka,LK,Southern,,,,Galle
Kirindalahena,6.1257,80.2339,Sri Lanka,LK,Southern,,,,Galle
Kirindawa,7.4982,80.0977,Sri Lanka,LK,North Western,,,,Kurunegala
Kirindegama,8.26667,80.53333,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirindegama,7.0345,81.0424,Sri Lanka,LK,Uva,,,,Badulla
Kirindewela,7.0336,80.656,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kirindhena,7.1436,80.8191,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kirindigala,6.6552,80.7001,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kirindigalla,7.75,80.21667,Sri Lanka,LK,North Western,,,,Kurunegala
Kirindigalla,7.5617,80.4807,Sri Lanka,LK,North Western,,,,Kurunegala
Kirindiketiya,7.51667,80.83333,Sri Lanka,LK,Central,,,,Matale
Kirindiwaththa,7.9406,80.5353,Sri Lanka,LK,North Central,,,,Anuradhapura
Kirindiwelmada,7.5958,80.374,Sri Lanka,LK,North Western,,,,Kurunegala
Kirindiwelpola,7.341,80.5433,Sri Lanka,LK,Central,,,,Kandy
Kirineliya,5.98333,80.66667,Sri Lanka,LK,Southern,,,,Matara
Kiringadeniya,7.25,80.4506,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kirinuge,6.2529,80.1021,Sri Lanka,LK,Southern,,,,Galle
Kirioruwa,7.6702,80.602,Sri Lanka,LK,Central,,,,Matale
Kirioruwa,7.0171,81.0191,Sri Lanka,LK,Uva,,,,Badulla
Kirioruwa,6.8694,81.002,Sri Lanka,LK,Uva,,,,Badulla
Kiripanagala,6.9322,80.4667,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kiripattiya,7.3,80.86667,Sri Lanka,LK,Central,,,,Kandy
Kiripattiyegala,8.05,80.98333,Sri Lanka,LK,North Central,,,,Polonnaruwa
Kiripedda,6.2569,80.1273,Sri Lanka,LK,Southern,,,,Galle
Kiripitiya,6.2966,80.6256,Sri Lanka,LK,Southern,,,,Matara
Kiriporuwa,6.8115,80.2333,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kirittona,7.65,81.75,Sri Lanka,LK,Eastern,,,,Batticaloa
Kirivaula,7.5162,80.4139,Sri Lanka,LK,North Western,,,,Kurunegala
Kirivelhinna,6.946,80.4685,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kiriwala,7.08333,81.21667,Sri Lanka,LK,Uva,,,,Moneragala
Kiriwan Eliya,6.9166,80.496,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kiriwanagoda,7.2017,80.7329,Sri Lanka,LK,Central,,,,Kandy
Kiriwanapola,7.3457,80.2166,Sri Lanka,LK,North Western,,,,Kurunegala
Kiriwandala,6.7167,80.5111,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kiriwandeniya,7.2984,80.4092,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kiriwanketiya,7.3467,80.7389,Sri Lanka,LK,Central,,,,Kandy
Kiriwaula,7.2535,80.5484,Sri Lanka,LK,Central,,,,Kandy
Kiriweldeniya,6.1769,80.6201,Sri Lanka,LK,Southern,,,,Matara
Kiriwelgoda,6.9825,81.429,Sri Lanka,LK,Uva,,,,Moneragala
Kiriyagaswewa,8.13333,80.66667,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiriyagolla,7.0681,81.0713,Sri Lanka,LK,Uva,,,,Badulla
Kiriyagolla,7.067,81.0319,Sri Lanka,LK,Uva,,,,Badulla
Kiriyalayegoda,6.584,80.6526,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kiriyankalli,7.7642,79.8303,Sri Lanka,LK,North Western,,,,Puttalam
Kiriyankalliya,7.7585,79.8274,Sri Lanka,LK,North Western,,,,Puttalam
Kiriyegama,7.88333,80.3,Sri Lanka,LK,North Western,,,,Kurunegala
Kirkleas Estate,7.0018,80.9393,Sri Lanka,LK,Uva,,,,Badulla
Kirlulgama,7.5493,80.6268,Sri Lanka,LK,Central,,,,Matale
Kitagama,7.68333,80.1,Sri Lanka,LK,North Western,,,,Kurunegala
Kitalagama East,6.01667,80.55,Sri Lanka,LK,Southern,,,,Matara
Kitalagama West,6.03333,80.51667,Sri Lanka,LK,Southern,,,,Matara
Kitalangomuwa,7.1533,80.2143,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kitalawa,7.458,80.1088,Sri Lanka,LK,North Western,,,,Kurunegala
Kitaramulla,7.5693,80.0343,Sri Lanka,LK,North Western,,,,Kurunegala
Kithagama,7.68333,80.1,Sri Lanka,LK,North Western,,,,Kurunegala
Kithaladeniya,7.3505,80.1534,Sri Lanka,LK,North Western,,,,Kurunegala
Kithalahitiyawa,7.3934,80.0479,Sri Lanka,LK,North Western,,,,Kurunegala
Kithalella,6.8697,81.0382,Sri Lanka,LK,Uva,,,,Badulla
Kitnegallakanda,7.0092,81.0764,Sri Lanka,LK,Uva,,,,Badulla
Kittandi,7.41667,81.8,Sri Lanka,LK,Eastern,,,,Ampara
Kittanduwa,6.1367,80.1357,Sri Lanka,LK,Southern,,,,Galle
Kittangoda,6.131,80.1197,Sri Lanka,LK,Southern,,,,Galle
Kitulagahathenna,6.65,80.7338,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kitulampitiya,6.0644,80.2093,Sri Lanka,LK,Southern,,,,Galle
Kitulampitiya North,6.073,80.2099,Sri Lanka,LK,Southern,,,,Galle
Kitulampitiya South,6.0652,80.2056,Sri Lanka,LK,Southern,,,,Galle
Kitulana,6.86667,81.75,Sri Lanka,LK,Eastern,,,,Ampara
Kitulangomuwa,7.26667,80.8,Sri Lanka,LK,Central,,,,Kandy
Kitulawela,7.31667,81.18333,Sri Lanka,LK,Uva,,,,Badulla
Kituldora,7.3139,80.5254,Sri Lanka,LK,Central,,,,Kandy
Kitulegoda,6.0102,80.3931,Sri Lanka,LK,Southern,,,,Matara
Kitulgala,6.9966,80.4068,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kitulgoda,6.4996,80.1807,Sri Lanka,LK,Western,,,,Kalutara
Kitulgolladunumawa,7.4752,80.5494,Sri Lanka,LK,North Western,,,,Kurunegala
Kitulgolle,6.9301,81.164,Sri Lanka,LK,Uva,,,,Badulla
Kitulheragama,7.75,80.31667,Sri Lanka,LK,North Western,,,,Kurunegala
Kitulhitiyawa,7.9185,80.631,Sri Lanka,LK,North Central,,,,Anuradhapura
Kitullawatta,6.1517,80.5423,Sri Lanka,LK,Southern,,,,Matara
Kitulpe,7.1608,80.7358,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kitulwatta,7.0238,81.0522,Sri Lanka,LK,Uva,,,,Badulla
Kitulwatta,7.01667,81.05,Sri Lanka,LK,Uva,,,,Badulla
Kitulwatta,7.0134,81.142,Sri Lanka,LK,Uva,,,,Badulla
Kitulwehera,7.6397,80.2882,Sri Lanka,LK,North Western,,,,Kurunegala
Kitulwitigala,6.3265,80.1773,Sri Lanka,LK,Southern,,,,Galle
Kiul-ulpota,7.53333,80.81667,Sri Lanka,LK,Central,,,,Matale
Kiula,7.4652,80.6396,Sri Lanka,LK,Central,,,,Matale
Kiulawewa,7.88333,80.2,Sri Lanka,LK,North Western,,,,Kurunegala
Kiulewadiya,7.5,80.88333,Sri Lanka,LK,Central,,,,Matale
Kiullinda,7.2406,80.7056,Sri Lanka,LK,Central,,,,Kandy
Kivul Ela,7.9063,80.0498,Sri Lanka,LK,North Western,,,,Puttalam
Kivula,7.43333,80.43333,Sri Lanka,LK,North Western,,,,Kurunegala
Kivula,6.8073,81.1285,Sri Lanka,LK,Uva,,,,Moneragala
Kivula,6.2539,80.8462,Sri Lanka,LK,Southern,,,,Hambantota
Kivula,6.11667,80.95,Sri Lanka,LK,Southern,,,,Hambantota
Kivula,7.1424,81.0653,Sri Lanka,LK,Uva,,,,Badulla
Kivula Number Four,7.9477,79.8985,Sri Lanka,LK,North Western,,,,Puttalam
Kivula Youth Scheme,7.8927,79.9039,Sri Lanka,LK,North Western,,,,Puttalam
Kivulagama,7.1395,81.5635,Sri Lanka,LK,Eastern,,,,Ampara
Kivulagodajanapadaya,7.9139,79.9106,Sri Lanka,LK,North Western,,,,Puttalam
Kivulakade,8.7614,80.984,Sri Lanka,LK,Eastern,,,,Trincomalee
Kivulara,6.454,81.1286,Sri Lanka,LK,Uva,,,,Moneragala
Kivulegama,7.9127,80.236,Sri Lanka,LK,North Western,,,,Kurunegala
Kivulegama,7.78333,80.11667,Sri Lanka,LK,North Western,,,,Kurunegala
Kivulegama,7.0407,81.1815,Sri Lanka,LK,Uva,,,,Badulla
Kivulegedaragama,7.1437,80.9898,Sri Lanka,LK,Uva,,,,Badulla
Kivuleyaya,6.9029,81.5213,Sri Lanka,LK,Uva,,,,Moneragala
Kivulgalla,7.38333,80.28333,Sri Lanka,LK,North Western,,,,Kurunegala
Kivulpitiya,8.1206,80.3963,Sri Lanka,LK,North Central,,,,Anuradhapura
Kivulwela,7.83333,80.26667,Sri Lanka,LK,North Western,,,,Kurunegala
Kivulwewa,7.86667,80.28333,Sri Lanka,LK,North Western,,,,Kurunegala
Kiwulagama,7.9218,80.33,Sri Lanka,LK,North Western,,,,Kurunegala
Kiwuldeniya,7.1421,80.2389,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kiwulegama,8.2545,80.2159,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiwulegedara,7.3985,80.2161,Sri Lanka,LK,North Western,,,,Kurunegala
Kiwulekada,8.617,80.6892,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiwulekada Kudagama,8.6112,80.6955,Sri Lanka,LK,North Central,,,,Anuradhapura
Kiwuleyaya,6.91667,81.5,Sri Lanka,LK,Uva,,,,Moneragala
Kiwulgalla,7.401,80.2009,Sri Lanka,LK,North Western,,,,Kurunegala
Kiyanduwa,6.08333,80.46667,Sri Lanka,LK,Southern,,,,Matara
Koambuwa,7.6591,80.4287,Sri Lanka,LK,North Western,,,,Kurunegala
Kobbekaduwa,7.4502,80.5624,Sri Lanka,LK,Central,,,,Kandy
Kobbewala,7.1583,80.5842,Sri Lanka,LK,Central,,,,Kandy
Kobbewehera,7.6643,80.5759,Sri Lanka,LK,Central,,,,Matale
Kobbewehera,7.5527,80.4155,Sri Lanka,LK,North Western,,,,Kurunegala
Kobbewinna,6.6762,80.6736,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kobeituduwa,6.2263,80.0895,Sri Lanka,LK,Southern,,,,Galle
Kobeyiduwa,6.3728,80.0694,Sri Lanka,LK,Southern,,,,Galle
Kochchikaduwa,7.3277,80.5028,Sri Lanka,LK,Central,,,,Kandy
Kochchikulam,8.8003,80.0736,Sri Lanka,LK,Northern,,,,Mannar
Kodagoda,6.0216,80.3953,Sri Lanka,LK,Southern,,,,Galle
Kodaimedu,7.5,81.76667,Sri Lanka,LK,Eastern,,,,
Kodakumbura,6.9676,80.8774,Sri Lanka,LK,Uva,,,,Badulla
Kodaliparichchan,9.0974,80.5601,Sri Lanka,LK,Northern,,,,Vavuniya
Kodapaluwa,7.2903,80.2468,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
Kodarikulama,8.16667,80.46667,Sri Lanka,LK,North Central,,,,Anuradhapura
Kodayana,6.9073,81.4815,Sri Lanka,LK,Uva,,,,Moneragala
Koddagapulam,9.78333,80.08333,Sri Lanka,LK,Northern,,,,Jaffna
Koddaikkadu,9.73333,80.15,Sri Lanka,LK,Northern,,,,Jaffna
Koddaikkadu,9.7215,79.94,Sri Lanka,LK,Northern,,,,Jaffna
Koddaikkallar,7.48333,81.8,Sri Lanka,LK,Eastern,,,,
Koddaikkulam,8.88333,80.03333,Sri Lanka,LK,Northern,,,,Mannar
Koddaimunai,7.7221,81.7,Sri Lanka,LK,Eastern,,,,Batticaloa
Koddodai,9.73333,80.3,Sri Lanka,LK,Northern,,,,Jaffna
Kodigahawewa,6.3448,81.3068,Sri Lanka,LK,Southern,,,,Hambantota
Kodikamam,9.6825,80.2214,Sri Lanka,LK,Northern,,,,Jaffna
Kodikaragama,7.93333,80.55,Sri Lanka,LK,North Central,,,,Anuradhapura
Kodikaragoda,6.2691,80.4648,Sri Lanka,LK,Southern,,,,Matara
Kodikkaragama,7.5293,80.0031,Sri Lanka,LK,North Western,,,,Kurunegala
Kodinarawa,6.8,81.43333,Sri Lanka,LK,Uva,,,,Moneragala
Kodituwakkugoda,6,80.68333,Sri Lanka,LK,Southern,,,,Matara
Koduvamadu,7.7712,81.575,Sri Lanka,LK,Eastern,,,,Batticaloa
Koggala Colony,5.9901,80.325,Sri Lanka,LK,Southern,,,,Galle
Koggella,6.1874,81.0213,Sri Lanka,LK,Southern,,,,Hambantota
Kohambaketiya,6.4858,80.7616,Sri Lanka,LK,Sabaragamuwa,,,,Ratnapura
Kohana,7.4805,80.2965,Sri Lanka,LK,North Western,,,,Kurunegala
Kohana,7.1,81.06667,Sri Lanka,LK,Uva,,,,Badulla
Kohana,7.0465,81.0441,Sri Lanka,LK,Uva,,,,Badulla
Kohilapokuna,7.493,80.3452,Sri Lanka,LK,North Western,,,,Kurunegala
Kohilawatta,7.5398,80.6896,Sri Lanka,LK,Central,,,,Matale
Kohilawatta,7.0418,81.1814,Sri Lanka,LK,Uva,,,,Badulla
Kohilawela,6.2479,80.106,Sri Lanka,LK,Southern,,,,Galle
Kohilawewa,7.68333,80.25,Sri Lanka,LK,North Western,,,,Kurunegala
Kohile,7.0296,80.9345,Sri Lanka,LK,Uva,,,,Badulla
Kohilegalahitiyawa,7.0278,80.9412,Sri Lanka,LK,Uva,,,,Badulla
Kohilegedara,7.4141,80.3659,Sri Lanka,LK,North Western,,,,Kurunegala
Koholana,7.3064,80.2476,Sri Lanka,LK,North Western,,,,Kurunegala
Koholana,6.61889,80.02194,Sri Lanka,LK,Western,,,,Kalutara
Koholana,7.3449,80.6821,Sri Lanka,LK,Central,,,,Kandy
Koholana,6.1623,80.7054,Sri Lanka,LK,Southern,,,,Hambantota
Koholana,6.6175,79.9869,Sri Lanka,LK,Western,,,,Kalutara
Koholankala,6.16667,81.15,Sri Lanka,LK,Southern,,,,Hambantota
Koholanwala,7.63,80.6333,Sri Lanka,LK,Central,,,,Matale
Koholdeniya,7.0483,80.6597,Sri Lanka,LK,Central,,,,Nuwara Eliya
Kohomada,7.1288,80.5127,Sri Lanka,LK,Central,,,,Kandy
Kohomankulama,8.0262,80.214,Sri Lanka,LK,North Western,,,,Kurunegala
Kohombadamana,8.1543,81.0102,Sri Lanka,LK,North Central,,,,Polonnaruwa
Kohombadeniya,7.3519,80.3946,Sri Lanka,LK,Sabaragamuwa,,,,Kegalle
